1442641745111729,550.089700, 105.705800, -9900.000000
1442641745121888,548.089700, 117.705800, -9896.000000
1442641745132052,548.089700, 115.705800, -9892.000000
1442641745142229,552.089700, 113.705800, -9886.000000
1442641745152454,556.089700, 111.705800, -9882.000000
1442641745162666,558.089700, 103.705800, -9878.000000
1442641745172930,558.089700, 99.705800, -9870.000000
1442641745183149,554.089700, 103.705800, -9862.000000
1442641745193352,546.089700, 107.705800, -9866.000000
1442641745203595,536.089700, 95.705800, -9872.000000
1442641745213839,526.089700, 89.705800, -9880.000000
1442641745224041,516.089700, 79.705800, -9888.000000
1442641745234265,508.089700, 71.705800, -9898.000000
1442641745244454,502.089700, 61.705800, -9896.000000
1442641745254657,494.089700, 65.705800, -9892.000000
1442641745264874,488.089700, 67.705800, -9888.000000
1442641745275129,484.089700, 69.705800, -9884.000000
1442641745285353,482.089700, 67.705800, -9876.000000
1442641745295598,480.089700, 71.705800, -9868.000000
1442641745305816,480.089700, 77.705800, -9858.000000
1442641745316061,484.089700, 87.705800, -9848.000000
1442641745326312,490.089700, 93.705800, -9846.000000
1442641745336541,498.089700, 95.705800, -9854.000000
1442641745346836,506.089700, 95.705800, -9864.000000
1442641745357128,514.089700, 95.705800, -9872.000000
1442641745367527,518.089700, 87.705800, -9878.000000
1442641745377991,520.089700, 89.705800, -9880.000000
1442641745388279,524.089700, 97.705800, -9870.000000
1442641745398597,532.089700, 93.705800, -9856.000000
1442641745408892,542.089700, 81.705800, -9848.000000
1442641745419193,536.089700, 73.705800, -9852.000000
1442641745429488,528.089700, 65.705800, -9862.000000
1442641745439745,516.089700, 51.705800, -9876.000000
1442641745449996,502.089700, 53.705800, -9890.000000
1442641745460285,484.089700, 59.705800, -9902.000000
1442641745470618,484.089700, 69.705800, -9906.000000
1442641745480898,492.089700, 65.705800, -9900.000000
1442641745491187,508.089700, 69.705800, -9892.000000
1442641745501431,522.089700, 69.705800, -9886.000000
1442641745511674,538.089700, 67.705800, -9886.000000
1442641745521931,540.089700, 63.705800, -9880.000000
1442641745532227,532.089700, 67.705800, -9880.000000
1442641745542529,514.089700, 71.705800, -9878.000000
1442641745552833,496.089700, 73.705800, -9876.000000
1442641745563129,480.089700, 77.705800, -9870.000000
1442641745573378,474.089700, 81.705800, -9868.000000
1442641745583709,474.089700, 85.705800, -9864.000000
1442641745593996,478.089700, 91.705800, -9862.000000
1442641745604338,486.089700, 97.705800, -9860.000000
1442641745614636,492.089700, 95.705800, -9862.000000
1442641745624932,502.089700, 93.705800, -9868.000000
1442641745635235,510.089700, 89.705800, -9868.000000
1442641745645508,516.089700, 79.705800, -9876.000000
1442641745655759,518.089700, 69.705800, -9890.000000
1442641745666066,520.089700, 71.705800, -9894.000000
1442641745676407,516.089700, 69.705800, -9896.000000
1442641745686713,516.089700, 71.705800, -9900.000000
1442641745697018,518.089700, 77.705800, -9894.000000
1442641745707222,522.089700, 85.705800, -9880.000000
1442641745717531,522.089700, 81.705800, -9872.000000
1442641745727796,524.089700, 77.705800, -9874.000000
1442641745738089,526.089700, 73.705800, -9876.000000
1442641745748416,522.089700, 71.705800, -9880.000000
1442641745758691,520.089700, 63.705800, -9890.000000
1442641745768907,522.089700, 67.705800, -9898.000000
1442641745779201,526.089700, 73.705800, -9890.000000
1442641745789537,526.089700, 69.705800, -9884.000000
1442641745799805,522.089700, 65.705800, -9876.000000
1442641745810094,516.089700, 67.705800, -9872.000000
1442641745820384,510.089700, 63.705800, -9878.000000
1442641745830641,504.089700, 61.705800, -9888.000000
1442641745840895,498.089700, 67.705800, -9898.000000
1442641745851184,498.089700, 69.705800, -9912.000000
1442641745861490,496.089700, 67.705800, -9920.000000
1442641745871763,494.089700, 69.705800, -9916.000000
1442641745882008,492.089700, 71.705800, -9910.000000
1442641745892363,492.089700, 73.705800, -9908.000000
1442641745902673,496.089700, 77.705800, -9904.000000
1442641745912971,502.089700, 85.705800, -9896.000000
1442641745923239,508.089700, 89.705800, -9892.000000
1442641745933508,514.089700, 85.705800, -9890.000000
1442641745943791,518.089700, 81.705800, -9892.000000
1442641745954094,522.089700, 73.705800, -9898.000000
1442641745964406,524.089700, 63.705800, -9904.000000
1442641745974734,526.089700, 55.705800, -9912.000000
1442641745984987,518.089700, 53.705800, -9918.000000
1442641745995342,510.089700, 51.705800, -9916.000000
1442641746005652,506.089700, 51.705800, -9912.000000
1442641746015920,496.089700, 57.705800, -9912.000000
1442641746026311,492.089700, 69.705800, -9912.000000
1442641746036576,498.089700, 81.705800, -9912.000000
1442641746046886,508.089700, 93.705800, -9908.000000
1442641746057158,512.089700, 95.705800, -9900.000000
1442641746067475,512.089700, 91.705800, -9892.000000
1442641746077777,504.089700, 77.705800, -9882.000000
1442641746088057,500.089700, 67.705800, -9880.000000
1442641746098381,490.089700, 57.705800, -9878.000000
1442641746108639,482.089700, 57.705800, -9884.000000
1442641746118878,484.089700, 57.705800, -9886.000000
1442641746129098,488.089700, 61.705800, -9888.000000
1442641746139353,494.089700, 61.705800, -9882.000000
1442641746149533,502.089700, 61.705800, -9884.000000
1442641746159774,508.089700, 63.705800, -9882.000000
1442641746169994,514.089700, 65.705800, -9884.000000
1442641746180260,520.089700, 67.705800, -9886.000000
1442641746190514,520.089700, 69.705800, -9890.000000
1442641746200842,512.089700, 73.705800, -9890.000000
1442641746211029,504.089700, 75.705800, -9882.000000
1442641746221362,496.089700, 79.705800, -9874.000000
1442641746231609,488.089700, 83.705800, -9866.000000
1442641746241866,480.089700, 85.705800, -9856.000000
1442641746252121,480.089700, 85.705800, -9856.000000
1442641746262297,480.089700, 85.705800, -9862.000000
1442641746272528,482.089700, 83.705800, -9866.000000
1442641746282838,488.089700, 81.705800, -9872.000000
1442641746293122,492.089700, 87.705800, -9878.000000
1442641746303393,490.089700, 87.705800, -9874.000000
1442641746313552,490.089700, 79.705800, -9866.000000
1442641746323698,488.089700, 81.705800, -9856.000000
1442641746333879,482.089700, 77.705800, -9840.000000
1442641746344003,478.089700, 65.705800, -9834.000000
1442641746354181,480.089700, 61.705800, -9842.000000
1442641746364372,480.089700, 65.705800, -9850.000000
1442641746374503,480.089700, 63.705800, -9862.000000
1442641746384681,480.089700, 69.705800, -9878.000000
1442641746394837,480.089700, 79.705800, -9886.000000
1442641746404970,482.089700, 91.705800, -9880.000000
1442641746415148,486.089700, 101.705800, -9878.000000
1442641746425329,490.089700, 107.705800, -9876.000000
1442641746435459,494.089700, 111.705800, -9874.000000
1442641746445602,494.089700, 113.705800, -9870.000000
1442641746455793,496.089700, 111.705800, -9868.000000
1442641746466000,494.089700, 113.705800, -9872.000000
1442641746476135,496.089700, 113.705800, -9874.000000
1442641746486267,502.089700, 111.705800, -9878.000000
1442641746496423,514.089700, 113.705800, -9882.000000
1442641746506624,524.089700, 109.705800, -9884.000000
1442641746516817,536.089700, 103.705800, -9880.000000
1442641746527001,540.089700, 99.705800, -9876.000000
1442641746537175,536.089700, 97.705800, -9870.000000
1442641746547362,534.089700, 91.705800, -9864.000000
1442641746557545,524.089700, 91.705800, -9860.000000
1442641746567692,518.089700, 83.705800, -9858.000000
1442641746577848,512.089700, 75.705800, -9858.000000
1442641746587984,514.089700, 65.705800, -9858.000000
1442641746598126,516.089700, 57.705800, -9866.000000
1442641746608290,528.089700, 49.705800, -9870.000000
1442641746618442,526.089700, 49.705800, -9876.000000
1442641746628616,522.089700, 51.705800, -9880.000000
1442641746638799,518.089700, 57.705800, -9882.000000
1442641746648990,510.089700, 63.705800, -9874.000000
1442641746659142,498.089700, 67.705800, -9868.000000
1442641746669323,496.089700, 67.705800, -9866.000000
1442641746679454,504.089700, 69.705800, -9864.000000
1442641746689639,508.089700, 65.705800, -9866.000000
1442641746699831,512.089700, 63.705800, -9870.000000
1442641746710038,518.089700, 65.705800, -9872.000000
1442641746720183,524.089700, 77.705800, -9876.000000
1442641746730327,522.089700, 89.705800, -9880.000000
1442641746740485,520.089700, 105.705800, -9880.000000
1442641746750642,518.089700, 109.705800, -9884.000000
1442641746760803,514.089700, 109.705800, -9888.000000
1442641746770964,510.089700, 107.705800, -9884.000000
1442641746781147,510.089700, 99.705800, -9886.000000
1442641746791320,512.089700, 93.705800, -9888.000000
1442641746801489,516.089700, 97.705800, -9888.000000
1442641746811688,522.089700, 103.705800, -9890.000000
1442641746821883,526.089700, 97.705800, -9888.000000
1442641746832053,528.089700, 93.705800, -9880.000000
1442641746842245,528.089700, 89.705800, -9872.000000
1442641746852408,526.089700, 81.705800, -9864.000000
1442641746862588,522.089700, 75.705800, -9864.000000
1442641746872738,520.089700, 79.705800, -9868.000000
1442641746882909,516.089700, 85.705800, -9874.000000
1442641746893092,510.089700, 89.705800, -9886.000000
1442641746903285,504.089700, 95.705800, -9894.000000
1442641746913437,498.089700, 99.705800, -9896.000000
1442641746923623,494.089700, 103.705800, -9900.000000
1442641746933756,492.089700, 105.705800, -9902.000000
1442641746943879,494.089700, 99.705800, -9900.000000
1442641746954006,496.089700, 95.705800, -9898.000000
1442641746964121,500.089700, 93.705800, -9894.000000
1442641746974242,506.089700, 87.705800, -9884.000000
1442641746984372,516.089700, 83.705800, -9874.000000
1442641746994522,520.089700, 71.705800, -9868.000000
1442641747004713,524.089700, 53.705800, -9872.000000
1442641747014925,528.089700, 37.705800, -9872.000000
1442641747025116,526.089700, 25.705800, -9874.000000
1442641747035304,524.089700, 9.705800, -9880.000000
1442641747045432,532.089700, 11.705800, -9878.000000
1442641747055565,540.089700, 19.705800, -9870.000000
1442641747065699,546.089700, 23.705800, -9866.000000
1442641747075876,538.089700, 29.705800, -9864.000000
1442641747086136,530.089700, 41.705800, -9868.000000
1442641747096437,520.089700, 55.705800, -9874.000000
1442641747106711,506.089700, 67.705800, -9882.000000
1442641747117039,496.089700, 81.705800, -9888.000000
1442641747127334,502.089700, 93.705800, -9890.000000
1442641747137612,502.089700, 101.705800, -9884.000000
1442641747147866,498.089700, 105.705800, -9880.000000
1442641747158129,500.089700, 101.705800, -9874.000000
1442641747168466,496.089700, 95.705800, -9870.000000
1442641747178729,496.089700, 87.705800, -9870.000000
1442641747188972,502.089700, 77.705800, -9874.000000
1442641747199269,506.089700, 69.705800, -9878.000000
1442641747209531,508.089700, 67.705800, -9880.000000
1442641747219813,512.089700, 65.705800, -9882.000000
1442641747230107,512.089700, 63.705800, -9884.000000
1442641747240411,510.089700, 63.705800, -9882.000000
1442641747250699,512.089700, 63.705800, -9886.000000
