1442375978306487,1840,2,-31,0
1442375978316592,1840,2,-31,0
1442375978326701,1840,25,-38,0
1442375978336804,1840,25,-38,0
1442375978346889,1839,25,-37,0
1442375978356982,1838,14,-34,0
1442375978367070,1838,14,-34,0
1442375978377161,1838,8,-31,0
1442375978387276,1838,8,-31,0
1442375978397387,1838,0,-30,0
1442375978407482,1838,-2,-31,0
1442375978417582,1838,-2,-31,0
1442375978427687,1837,0,-32,0
1442375978437797,1837,0,-32,0
1442375978447898,1837,-7,-32,0
1442375978457990,1837,-7,-29,0
1442375978468094,1837,-7,-29,0
1442375978478183,1836,-6,-33,0
1442375978488293,1836,-6,-33,0
1442375978498390,1835,5,-38,0
1442375978508470,1834,10,-42,0
1442375978518557,1834,10,-42,0
1442375978528643,1834,10,-41,0
1442375978538753,1834,10,-41,0
1442375978548854,1833,3,-40,0
1442375978558968,1833,0,-40,0
1442375978569083,1833,0,-40,0
1442375978579175,1833,-3,-42,0
1442375978589289,1833,-3,-42,0
1442375978599371,1833,-3,-42,0
1442375978609451,1833,-3,-42,0
1442375978619530,1833,-3,-42,0
1442375978629611,1832,-10,-41,0
1442375978639690,1832,-10,-41,0
1442375978649776,1832,-17,-41,0
1442375978659882,1831,-17,-37,0
1442375978670006,1831,-17,-37,0
1442375978680104,1831,-17,-42,0
1442375978690190,1831,-17,-42,0
1442375978700315,1830,-5,-51,0
1442375978710418,1828,9,-66,0
1442375978720505,1828,9,-66,0
1442375978730585,1826,8,-62,0
1442375978740717,1826,8,-62,0
1442375978750800,1826,1,-56,0
1442375978760891,1827,-7,-49,0
1442375978770972,1827,-7,-49,0
1442375978781052,1827,-7,-49,0
1442375978791133,1827,-7,-49,0
1442375978801211,1827,-9,-50,0
1442375978811289,1827,-11,-51,0
1442375978821375,1827,-11,-51,0
1442375978831458,1826,-16,-51,0
1442375978841545,1826,-16,-51,0
1442375978851635,1826,-17,-51,0
1442375978861722,1825,-22,-50,0
1442375978871818,1825,-22,-50,0
1442375978881926,1824,-20,-53,0
1442375978892016,1824,-20,-53,0
1442375978902116,1823,-11,-58,0
1442375978912222,1822,-13,-62,0
1442375978922320,1822,-13,-62,0
1442375978932405,1822,-12,-59,0
1442375978942502,1822,-12,-59,0
1442375978952599,1822,-18,-59,0
1442375978962696,1822,-18,-61,0
1442375978972810,1822,-18,-61,0
1442375978982896,1821,-18,-65,0
1442375978992994,1821,-18,-65,0
1442375979003094,1821,-17,-64,0
1442375979013187,1819,-18,-63,0
1442375979023286,1819,-18,-63,0
1442375979033405,1819,-22,-61,0
1442375979043500,1819,-22,-61,0
1442375979053611,1819,-29,-55,0
1442375979063715,1819,-30,-55,0
1442375979073800,1819,-30,-55,0
1442375979083928,1819,-29,-61,0
1442375979094001,1819,-29,-61,0
1442375979104087,1818,-25,-69,0
1442375979114184,1817,-25,-69,0
1442375979124256,1817,-25,-69,0
1442375979134338,1816,-28,-66,0
1442375979144417,1816,-28,-66,0
1442375979154506,1817,-34,-63,0
1442375979164596,1817,-36,-61,0
1442375979174690,1817,-36,-61,0
1442375979184797,1818,-36,-60,0
1442375979194889,1818,-36,-60,0
1442375979204950,1817,-37,-60,0
1442375979215032,1817,-38,-60,0
1442375979225127,1817,-38,-60,0
1442375979235228,1818,-40,-60,0
1442375979245346,1818,-40,-60,0
1442375979255429,1818,-43,-57,0
1442375979265550,1818,-45,-57,0
1442375979275678,1818,-45,-57,0
1442375979285798,1817,-45,-58,0
1442375979295931,1817,-45,-58,0
1442375979306014,1816,-46,-58,0
1442375979316186,1816,-47,-60,0
1442375979326279,1816,-47,-60,0
1442375979336388,1814,-49,-60,0
1442375979346507,1814,-49,-60,0
1442375979356599,1814,-51,-60,0
1442375979366695,1814,-55,-60,0
1442375979376793,1814,-55,-60,0
1442375979386878,1815,-57,-60,0
1442375979396979,1815,-57,-60,0
1442375979407081,1815,-58,-60,0
1442375979417185,1814,-60,-59,0
1442375979427296,1814,-60,-59,0
1442375979437397,1814,-60,-58,0
1442375979447477,1814,-60,-58,0
1442375979457594,1815,-61,-58,0
1442375979467689,1815,-63,-57,0
1442375979477775,1815,-63,-57,0
1442375979487887,1815,-65,-59,0
1442375979497973,1815,-65,-59,0
1442375979508060,1811,-70,-65,0
1442375979518171,1810,-73,-71,0
1442375979528266,1810,-73,-71,0
1442375979538357,1809,-73,-66,0
1442375979548464,1809,-73,-66,0
1442375979558559,1809,-73,-63,0
1442375979568652,1811,-74,-55,0
1442375979578756,1811,-74,-55,0
1442375979588838,1811,-76,-53,0
1442375979598917,1811,-76,-53,0
1442375979608997,1811,-80,-54,0
1442375979619075,1811,-81,-54,0
1442375979629155,1811,-81,-54,0
1442375979639249,1811,-81,-54,0
1442375979649336,1811,-81,-54,0
1442375979659422,1811,-80,-51,0
1442375979670875,1811,-85,-51,0
1442375979680957,1811,-85,-51,0
1442375979691043,1809,-88,-52,0
1442375979701157,1809,-88,-52,0
1442375979711240,1808,-94,-55,0
1442375979721328,1809,-93,-53,0
1442375979731417,1809,-93,-53,0
1442375979741494,1810,-93,-51,0
1442375979751568,1810,-93,-51,0
1442375979761662,1810,-94,-47,0
1442375979771749,1810,-98,-46,0
1442375979781819,1810,-98,-46,0
1442375979791895,1810,-99,-45,0
1442375979801970,1810,-99,-45,0
1442375979812046,1810,-101,-45,0
1442375979822123,1810,-101,-44,0
1442375979832199,1810,-101,-44,0
1442375979842273,1811,-100,-44,0
